问题编号,轮次,评估阶段,Agent ID,风险等级,u_t,c_t,s_t,tau_u,tau_c,tau_s,是否幻觉
3,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
5,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,3,after_update,agent_001,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
7,3,after_update,agent_002,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
7,3,after_update,agent_003,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
7,3,after_update,agent_004,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
7,3,after_update,agent_005,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
7,3,after_update,agent_006,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,3,after_update,agent_001,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
8,3,after_update,agent_002,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
8,3,after_update,agent_003,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
8,3,after_update,agent_004,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
8,3,after_update,agent_005,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
8,3,after_update,agent_006,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
10,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
11,1,after_update,agent_001,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_002,Medium Risk,1.0,0.4,1.0,0.4,0.5,0.4,False
11,1,after_update,agent_003,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_004,Medium Risk,1.0,0.4,1.0,0.4,0.5,0.4,False
11,1,after_update,agent_005,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_006,Medium Risk,1.0,0.4,1.0,0.4,0.5,0.4,False
11,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_001,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_002,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_003,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_004,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
12,1,after_update,agent_005,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_006,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
12,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,3,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_001,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_002,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_003,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_004,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_005,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
13,1,after_update,agent_006,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
13,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,3,after_update,agent_001,Low Risk,1.0,0.5,1.0,0.4,0.4,0.4,False
13,3,after_update,agent_002,Medium Risk,1.0,0.25,1.0,0.4,0.5,0.4,False
13,3,after_update,agent_003,Medium Risk,1.0,0.25,1.0,0.4,0.5,0.4,False
13,3,after_update,agent_004,Low Risk,1.0,0.5,1.0,0.4,0.4,0.4,False
13,3,after_update,agent_006,Low Risk,1.0,0.5,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_001,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
14,1,after_update,agent_002,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
14,1,after_update,agent_003,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
14,1,after_update,agent_004,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
14,1,after_update,agent_005,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
14,1,after_update,agent_006,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
14,2,after_update,agent_003,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
14,3,after_update,agent_003,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
15,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,2,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,3,after_update,agent_001,Medium Risk,1.0,0.2,1.0,0.4,0.5,0.4,False
15,3,after_update,agent_002,Low Risk,1.0,0.6,1.0,0.4,0.4,0.4,False
15,3,after_update,agent_003,Low Risk,1.0,0.6,1.0,0.4,0.4,0.4,False
15,3,after_update,agent_004,Low Risk,1.0,0.6,1.0,0.4,0.4,0.4,False
15,3,after_update,agent_005,Low Risk,1.0,0.6,1.0,0.4,0.4,0.4,False
15,3,after_update,agent_006,Medium Risk,1.0,0.2,1.0,0.4,0.5,0.4,False
16,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,2,after_update,agent_001,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
16,2,after_update,agent_002,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
16,2,after_update,agent_003,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
16,2,after_update,agent_004,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
16,2,after_update,agent_005,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
16,2,after_update,agent_006,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
16,3,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,3,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,3,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,3,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,3,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_001,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
17,1,after_update,agent_002,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
17,1,after_update,agent_003,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
17,1,after_update,agent_004,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
17,1,after_update,agent_005,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
17,1,after_update,agent_006,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
17,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
17,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
18,1,after_update,agent_001,Low Risk,1.0,0.8,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_002,Medium Risk,1.0,0.0,1.0,0.4,0.5,0.4,False
