问题编号,轮次,评估阶段,Agent ID,风险等级,u_t,c_t,s_t,tau_u,tau_c,tau_s,是否幻觉
2,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
2,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
2,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
2,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
2,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
2,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
2,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
2,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
3,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
3,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
4,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
4,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
5,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
5,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
6,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
6,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
7,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
7,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
8,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
8,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
9,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
9,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
10,1,before_update,agent_001,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,before_update,agent_002,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,before_update,agent_003,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,before_update,agent_004,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,before_update,agent_005,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,before_update,agent_006,Medium Risk,1.0,1.0,0.1,0.5,0.5,0.5,True
10,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
11,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
11,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
11,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
12,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
12,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
13,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
13,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
14,1,before_update,agent_001,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,before_update,agent_002,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,before_update,agent_003,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,before_update,agent_004,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,before_update,agent_005,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,before_update,agent_006,Low Risk,1.0,0.9364,1.0,0.5,0.5,0.5,False
14,1,after_update,agent_001,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_002,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_003,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_004,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_005,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
14,1,after_update,agent_006,Low Risk,1.0,0.9364,1.0,0.4,0.4,0.4,False
15,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
15,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
15,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
16,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
16,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
17,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
17,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
18,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
18,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
19,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
19,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
20,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
20,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
21,1,before_update,agent_001,Low Risk,1.0,0.9552,1.0,0.5,0.5,0.5,False
21,1,before_update,agent_002,Low Risk,1.0,0.9104,1.0,0.5,0.5,0.5,False
21,1,before_update,agent_003,Low Risk,1.0,0.9104,1.0,0.5,0.5,0.5,False
21,1,before_update,agent_004,Low Risk,1.0,0.9552,1.0,0.5,0.5,0.5,False
21,1,before_update,agent_005,Low Risk,1.0,0.9552,1.0,0.5,0.5,0.5,False
21,1,before_update,agent_006,Low Risk,1.0,0.9552,1.0,0.5,0.5,0.5,False
21,1,after_update,agent_001,Low Risk,1.0,0.9552,1.0,0.4,0.4,0.4,False
21,1,after_update,agent_002,Low Risk,1.0,0.9104,1.0,0.4,0.4,0.4,False
21,1,after_update,agent_003,Low Risk,1.0,0.9104,1.0,0.4,0.4,0.4,False
21,1,after_update,agent_004,Low Risk,1.0,0.9552,1.0,0.4,0.4,0.4,False
21,1,after_update,agent_005,Low Risk,1.0,0.9552,1.0,0.4,0.4,0.4,False
21,1,after_update,agent_006,Low Risk,1.0,0.9552,1.0,0.4,0.4,0.4,False
22,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
22,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
22,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
22,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
22,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
22,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
22,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
23,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
23,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
24,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,after_update,agent_002,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,after_update,agent_003,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,after_update,agent_004,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,after_update,agent_005,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
24,1,after_update,agent_006,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
25,1,before_update,agent_001,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,before_update,agent_002,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,before_update,agent_003,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,before_update,agent_004,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,before_update,agent_005,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,before_update,agent_006,Low Risk,1.0,1.0,1.0,0.5,0.5,0.5,False
25,1,after_update,agent_001,Low Risk,1.0,1.0,1.0,0.4,0.4,0.4,False
